NRO,UMP,SUBMUESTRA,AMBITO,MACROREGION,DOMINIOGEO,SEXO,EDAD,GEDAD,NSE1,NSEGRUP,NIVEDU,PESO,P81,P82A,P82B,P82C,P82D,P82E,P82F,P83,P84,P85A,P85B,P85C,P85D,P85E,P85F,P85G,P85H,P85I,P85J,P85K,P85L,P86A,P86B,P86C,P86D,P86E,P86F,P86G,P87
608,122,2,2,2,2,2,50,3,5,3,3,1.50460289871273,8,2,4,4,4,9,4,-1,5,2,2,3,1,1,2,2,1,2,2,2,2,4,4,4,9,4,4,8,4
609,122,2,2,2,2,2,58,3,5,3,3,1.50460289871273,8,2,4,4,4,4,4,2,6,2,2,2,1,1,2,8,1,8,3,2,2,4,4,4,4,4,3,8,3
610,122,2,2,2,2,1,38,2,4,3,6,1.50460289871273,1,2,2,4,4,4,4,2,6,2,2,2,2,2,2,9,1,3,3,2,2,4,4,4,4,4,4,4,3
611,123,2,2,2,2,1,72,3,4,3,3,1.50460289871273,2,1,1,1,7,7,4,1,3,3,2,2,2,2,3,8,2,8,8,3,3,4,4,4,4,4,4,4,3
612,123,2,2,2,2,2,68,3,4,3,4,1.50460289871273,1,1,4,1,7,7,4,1,3,8,2,8,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2
613,123,2,2,2,2,1,45,3,2,1,10,1.50460289871273,5,1,1,1,4,4,4,1,4,2,2,2,3,2,2,2,2,2,8,2,2,4,4,4,4,4,4,4,3
614,123,2,2,2,2,2,53,3,4,3,6,1.50460289871273,1,1,1,1,7,7,4,1,3,8,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2
615,123,2,2,2,2,2,29,1,2,1,10,1.50460289871273,6,1,1,1,4,4,4,2,3,2,2,2,2,2,2,2,2,8,8,3,3,4,4,4,4,4,4,4,2
616,124,2,2,2,2,2,24,1,2,1,10,1.50460289871273,5,4,2,4,9,4,4,1,4,2,2,2,3,3,3,8,2,2,2,3,4,1,1,3,4,3,2,2,1
617,124,2,2,2,2,2,55,3,2,1,10,1.50460289871273,5,1,2,3,9,4,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,2,2,2,3,2,1,1,3
618,124,2,2,2,2,2,41,2,2,1,10,1.50460289871273,3,4,2,4,4,4,4,2,5,3,2,2,2,2,2,1,1,2,3,3,4,1,8,2,2,2,2,2,3
619,124,2,2,2,2,1,50,3,1,1,10,1.50460289871273,5,2,2,4,4,4,4,2,3,2,2,3,3,3,3,3,2,2,3,3,3,4,4,4,4,4,4,4,3
620,124,2,2,2,2,1,36,2,1,1,11,1.50460289871273,5,2,2,8,4,4,3,2,3,3,1,2,3,3,3,3,2,3,3,3,3,1,2,2,2,2,2,2,1
621,125,2,2,2,2,2,57,3,3,2,7,1.50460289871273,1,1,1,2,9,9,4,2,4,8,2,2,2,2,3,8,2,8,8,2,2,4,4,4,4,4,3,8,3
622,125,2,2,2,2,1,33,2,3,2,10,1.50460289871273,3,2,3,4,9,4,4,2,3,3,2,2,3,3,3,3,2,2,3,3,3,4,3,4,4,4,2,2,2
623,125,2,2,2,2,1,21,1,3,2,6,1.50460289871273,1,2,4,2,7,4,4,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,3,4
624,125,2,2,2,2,2,71,3,3,2,6,1.50460289871273,8,2,4,3,7,4,4,2,4,2,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,4,4,8,3
625,125,2,2,2,2,1,62,3,4,3,5,1.50460289871273,1,2,4,2,7,7,3,2,4,2,2,2,2,2,2,2,2,2,8,2,2,4,4,4,4,4,4,8,3
626,126,2,2,2,2,1,37,2,3,2,5,1.50460289871273,1,2,2,3,4,4,4,2,8,3,2,2,2,2,3,3,2,2,3,3,3,3,3,4,4,4,2,3,3
627,126,2,2,2,2,2,30,2,3,2,6,1.50460289871273,3,4,3,4,3,4,4,2,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,4,4,4,4,4,3
628,126,2,2,2,2,2,66,3,4,3,5,1.50460289871273,8,4,4,4,4,4,4, ,4,2,2,2,2,2,3,8,8,2,8,3,3,3,3,4,4,4,3,3,3
629,126,2,2,2,2,2,19,1,3,2,6,1.50460289871273,5,4,2,4,4,3,4,2,5,2,3,3,2,2,8,2,2,2,3,2,2,2,2,2,4,3,3,3,3
630,126,2,2,2,2,1,73,3,3,2,4,1.50460289871273,8,4,4,4,7,7,4, ,3,3,2,2,2,2,3,3,2,2,2,3,3,3,2,3,8,3,3,3,3
631,127,2,2,2,2,1,47,3,3,2,6,1.50460289871273,6,2,2,3,4,4,4,2,4,8,2,2,2,2,2,8,2,2,8,2,2,3,3,3,4,3,3,3,3
632,127,2,2,2,2,2,46,3,4,3,6,1.50460289871273,6,3,4,3,4,4,4,2,5,2,2,3,2,2,2,2,2,2,2,2,2,3,3,8,8,4,4,4,3
633,127,2,2,2,2,2,18,1,4,3,7,1.50460289871273,2,3,4,4,4,4,4,2,5,2,3,3,2,2,2,2,2,2,2,2,2,3,3,4,4,3,3,4,4
634,127,2,2,2,2,1,23,1,3,2,6,1.50460289871273,8,4,4,4,4,4,4, ,6,8,8,8,2,2,8,8,2,2,8,8,8,4,4,4,4,4,3,4,3
635,127,2,2,2,2,2,40,2,3,2,7,1.50460289871273,6,4,4,4,4,4,4, ,5,3,3,3,2,2,2,2,2,8,8,2,2,4,4,4,4,4,4,4,3
636,128,2,2,2,2,1,20,1,4,3,6,1.50460289871273,1,1,2,4,7,2,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3
637,128,2,2,2,2,2,35,2,4,3,7,1.50460289871273,1,4,3,2,7,2,4,8,8,8,8,8,3,2,4,4,3,4,4,4,4,2,2,4,8,3,4,3,2
638,128,2,2,2,2,2,36,2,4,3,6,1.50460289871273,1,2,2,4,2,4,4,8,8,8,8,8,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2
639,128,2,2,2,2,1,51,3,4,3,3,1.50460289871273,2,2,2,2,2,2,2,2,4,3,3,3,2,2,2,3,2,3,2,2,3,2,3,2,2,3,3,3,2
640,128,2,2,2,2,1,43,2,3,2,8,1.50460289871273,3,2,4,4,4,4,4,9,6,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,3,2,2,3,2
641,129,2,2,2,2,2,77,3,5,3,4,1.50460289871273,8,4,4,4,7,7,4, ,8,8,8,8,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2
642,129,2,2,2,2,1,59,3,3,2,6,1.50460289871273,5,2,2,2,2,4,2,2,8,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
643,129,2,2,2,2,2,53,3,4,3,8,1.50460289871273,5,1,2,2,7,7,4,8,6,2,2,2,2,4,2,2,4,2,3,2,2,2,2,2,8,2,2,2,3
644,129,2,2,2,2,1,60,3,4,3,8,1.50460289871273,8,1,3,4,7,4,4,2,6,8,2,8,2,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2
645,129,2,2,2,2,2,28,1,3,2,10,1.50460289871273,3,2,2,2,4,7,4,2,6,3,3,2,2,2,2,8,3,8,8,2,8,2,2,2,9,2,2,2,2
646,130,2,2,2,2,1,46,3,3,2,6,1.50460289871273,1,1,1,4,4,4,4,2,2,3,1,1,2,2,3,3,2,8,3,3,3,4,4,4,4,4,4,4,3
647,130,2,2,2,2,2,50,3,5,3,5,1.50460289871273,1,1,1,2,7,7,4,2,8,8,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,3
648,130,2,2,2,2,2,36,2,3,2,6,1.50460289871273,8,1,1,1,2,1,1,1,6,8,2,2,2,2,3,2,2,2,2,3,2,4,4,4,4,4,4,4,3
649,130,2,2,2,2,1,28,1,3,2,6,1.50460289871273,2,1,1,1,2,2,1,1,5,2,2,2,2,2,3,2,2,8,3,3,4,4,4,4,4,4,4,4,3
650,130,2,2,2,2,2,18,1,3,2,6,1.50460289871273,2,1,1,4,7,7,4,2,3,2,2,2,2,2,1,8,2,8,2,2,2,4,4,4,4,4,4,4,3
651,131,2,2,2,2,1,42,2,3,2,6,1.50460289871273,6,1,2,4,4,4,4,2,5,3,2,2,1,1,3,8,1,1,8,1,1,2,2,4,4,4,4,4,3
652,131,2,2,2,2,2,30,2,4,3,6,1.50460289871273,6,2,2,2,4,4,4,9,5,3,3,3,1,1,3,8,2,2,8,2,2,2,1,3,8,8,8,3,4
653,131,2,2,2,2,2,68,3,4,3,5,1.50460289871273,8,2,4,4,7,7,4,8,6,8,8,8,2,2,8,8,2,8,8,2,2,4,2,4,4,4,2,4,4
654,131,2,2,2,2,1,18,1,3,2,6,1.50460289871273,6,1,2,3,4,2,2,2,4,1,1,1,4,1,8,8,1,1,3,1,1,3,4,4,4,4,4,4,2
655,131,2,2,2,2,1,70,3,3,2,6,1.50460289871273,6,1,2,2,4,4,4,8,6,1,2,1,1,2,1,2,3,8,8,8,8,2,2,3,8,8,8,8,4
656,132,2,2,2,2,2,25,1,4,3,4,1.50460289871273,1,4,4,4,4,4,4, ,8,2,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4
657,132,2,2,2,2,1,52,3,4,3,4,1.50460289871273,9,2,4,4,4,4,4,8,6,8,8,8,1,1,8,8,8,3,8,8,8,2,3,3,8,8,3,8,3
658,132,2,2,2,2,2,50,3,5,3,6,1.50460289871273,8,4,4,4,4,4,4, ,6,4,8,8,1,1,4,8,8,8,8,8,8,3,3,4,4,4,2,4,3
659,132,2,2,2,2,2,34,2,3,2,7,1.50460289871273,1,1,3,4,4,4,4,8,5,1,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4
660,132,2,2,2,2,1,48,3,4,3,5,1.50460289871273,8,3,4,3,4,4,4,8,6,8,8,8,3,3,8,8,8,8,8,8,8,4,4,4,4,4,2,4,4
661,133,2,2,2,2,1,29,1,5,3,5,1.50460289871273,8,4,4,4,4,4,4, ,6,1,3,3,1,1,1,2,1,3,2,1,1,1,2,3,4,2,4,8,4
662,133,2,2,2,2,2,42,2,4,3,6,1.50460289871273,8,2,2,4,4,7,4,3,6,1,1,3,1,1,1,1,1,3,3,1,1,1,1,3,4,3,2,8,3
663,133,2,2,2,2,1,46,3,5,3,3,1.50460289871273,1,2,2,4,4,4,4,2,4,3,2,2,3,3,3,3,2,8,3,3,3,2,4,4,4,3,8,8,1
664,133,2,2,2,2,2,70,3,5,3,3,1.50460289871273,8,4,4,4,7,7,4, ,6,2,4,4,1,1,1,8,2,3,2,1,1,2,2,8,8,8,8,9,4
665,133,2,2,2,2,1,75,3,4,3,8,1.50460289871273,2,2,2,4,7,7,4,2,4,2,3,3,3,3,2,2,2,3,3,2,3,2,2,4,4,4,4,9,1
666,134,2,2,2,2,2,38,2,5,3,6,1.50460289871273,8,4,4,4,4,7,4, ,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4
667,134,2,2,2,2,1,37,2,4,3,5,1.50460289871273,1,1,2,4,4,4,4,3,5,1,3,4,1,1,2,2,2,3,2,1,2,1,2,3,4,2,4,4,4
668,134,2,2,2,2,1,68,3,5,3,3,1.50460289871273,8,2,4,4,7,4,4,2,4,3,2,2,2,2,3,8,2,2,3,3,3,4,3,8,4,4,4,9,1
669,134,2,2,2,2,2,65,3,5,3,4,1.50460289871273,8,2,4,4,7,7,4,2,4,-1,-1,-1,1,1,1,2,1,3,2,1,1,1,2,4,8,2,2,8,4
670,134,2,2,2,2,2,18,1,3,2,9,1.50460289871273,6,2,2,4,7,7,4,2,5,3,3,3,3,3,3,3,2,3,8,3,3,2,2,3,2,2,3,8,3
671,135,2,2,2,2,2,40,2,5,3,6,1.50460289871273,1,2,2,4,4,4,4,3,5,1,3,1,1,1,1,1,1,3,2,1,2,2,2,3,8,2,2,8,4
672,135,2,2,2,2,1,85,3,5,3,1,1.50460289871273,8,4,4,4,7,7,4, ,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,4
673,135,2,2,2,2,2,20,1,4,3,3,1.50460289871273,8,4,4,4,7,4,4, ,4,1,2,3,1,1,1,2,1,3,8,2,2,2,2,4,3,4,4,4,4
674,135,2,2,2,2,1,21,1,3,2,9,1.50460289871273,5,2,2,4,7,4,4,2,4,2,2,2,2,2,2,1,1,2,3,2,2,1,1,1,2,3,4,3,1
675,135,2,2,2,2,1,38,2,4,3,8,1.50460289871273,5,2,2,4,7,4,4,2,6,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,4,2,4,2,3
676,136,2,2,2,2,1,50,3,4,3,6,1.50460289871273,5,4,4,4,4,4,4, ,8,2,2,3,2,2,3,1,2,2,3,2,3,4,4,4,4,4,4,4,3
677,136,2,2,2,2,2,59,3,5,3,1,1.50460289871273,8,4,4,4,4,4,4, ,8,2,2,3,2,2,2,3,3,3,2,2,2,4,4,4,4,4,4,4,3
678,136,2,2,2,2,1,28,1,4,3,6,1.50460289871273,1,4,4,4,4,4,4, ,8,2,2,2,2,2,2,1,3,3,2,2,2,4,4,4,4,4,4,4,4
679,136,2,2,2,2,2,41,2,4,3,3,1.50460289871273,8,2,2,3,4,4,4,3,8,1,3,4,2,2,2,1,4,8,8,2,2,4,3,4,4,4,4,4,4
680,136,2,2,2,2,2,23,1,3,2,10,1.50460289871273,6,2,2,4,7,7,4,2,5,3,2,2,2,2,3,1,2,2,3,3,3,4,4,4,4,4,3,3,3
681,137,2,2,2,2,2,52,3,3,2,6,1.50460289871273,2,3,3,3,2,3,3,2,6,2,2,2,2,2,2,2,2,8,8,2,2,3,4,4,3,4,4,3,3
682,137,2,2,2,2,1,56,3,3,2,6,1.50460289871273,5,1,1,3,4,4,4,2,6,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2
683,137,2,2,2,2,2,77,3,4,3,4,1.50460289871273,3,4,4,4,4,4,4, ,6,2,2,2,2,2,2,3,2,2,2,2,2,3,4,3,4,3,2,4,3
684,137,2,2,2,2,2,18,1,2,1,9,1.50460289871273,8,1,1,3,7,7,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2
685,137,2,2,2,2,1,21,1,3,2,8,1.50460289871273,6,1,1,4,7,4,3,2,5,2,2,2,2,2,3,2,2,8,3,2,2,4,4,4,4,4,4,4,2
686,138,2,2,2,2,2,59,3,4,3,4,1.50460289871273,8,1,1,4,7,4,4,1,5,2,2,2,2,2,2,2,2,2,8,3,3,3,3,3,3,4,3,4,3
687,138,2,2,2,2,1,49,3,4,3,6,1.50460289871273,5,4,4,4,7,7,4, ,5,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2
688,138,2,2,2,2,1,89,3,4,3,3,1.50460289871273,2,1,1,4,7,7,4,2,5,2,2,2,2,2,2,2,2,8,8,2,2,4,4,4,4,4,4,4,2
689,138,2,2,2,2,2,76,3,2,1,10,1.50460289871273,5,4,4,4,7,7,4, ,4,8,2,2,2,3,3,2,3,2,3,2,3,2,2,2,2,2,2,2,2
690,138,2,2,2,2,1,18,1,3,2,9,1.50460289871273,5,1,1,2,7,4,4,2,5,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3
691,139,2,2,2,2,2,39,2,4,3,6,1.50460289871273,5,1,3,4,4,4,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2
692,139,2,2,2,2,2,24,1,4,3,6,1.50460289871273,8,2,2,4,7,4,4,8,5,2,2,2,2,2,3,2,2,2,8,1,2,2,2,3,3,2,2,8,3
693,139,2,2,2,2,1,38,2,5,3,3,1.50460289871273,4,2,4,4,4,4,4,2,5,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,1,3
694,139,2,2,2,2,2,43,2,3,2,6,1.50460289871273,2,2,2,2,4,4,4,2,4,2,3,3,2,2,2,2,1,3,3,2,2,2,4,2,4,4,2,2,2
695,139,2,2,2,2,1,38,2,4,3,6,1.50460289871273,4,2,4,4,4,4,4,9,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3
696,140,2,2,2,2,2,45,3,4,3,8,1.50460289871273,1,4,4,4,4,4,4, ,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,8,3,2,2,3
697,140,2,2,2,2,2,23,1,4,3,7,1.50460289871273,1,4,4,4,9,3,3,1,4,2,1,1,2,1,2,2,2,1,4,3,4,3,3,3,3,2,3,3,2
698,140,2,2,2,2,1,34,2,4,3,5,1.50460289871273,1,2,3,4,2,3,4,2,8,2,2,3,2,2,2,8,2,4,3,2,2,1,2,4,2,4,8,8,3
699,140,2,2,2,2,2,62,3,5,3,5,1.50460289871273,8,4,4,4,4,4,4, ,4,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,3,3,4,2
700,140,2,2,2,2,1,64,3,4,3,4,1.50460289871273,6,3,4,3,9,4,4,2,5,3,2,2,2,2,2,2,2,2,4,2,2,3,3,3,3,3,3,3,4
701,141,2,2,2,2,1,34,2,4,3,6,1.50460289871273,1,2,4,4,4,4,4,2,8,8,8,8,2,3,3,3,2,3,3,3,3,2,2,4,4,4,4,4,2
702,141,2,2,2,2,2,25,1,4,3,7,1.50460289871273,8,4,4,4,7,7,4, ,8,8,8,8,2,2,8,8,8,8,8,8,8,4,4,4,4,2,4,4,3
703,141,2,2,2,2,2,58,3,5,3,3,1.50460289871273,8,4,4,4,7,7,4, ,4,3,3,3,2,3,2,3,2,8,8,2,8,4,4,4,4,4,4,4,3
704,141,2,2,2,2,1,25,1,4,3,8,1.50460289871273,1,4,2,4,4,4,2,2,8,8,8,8,2,2,8,8,2,2,8,8,8,4,3,4,4,4,4,4,3
705,141,2,2,2,2,1,60,3,5,3,5,1.50460289871273,8,4,4,4,7,4,4, ,8,8,8,8,2,2,8,8,4,8,2,2,8,2,2,8,8,2,8,8,3
706,142,2,2,2,2,1,38,2,4,3,7,1.50460289871273,1,4,3,4,4,4,4,8,3,8,8,8,2,2,4,4,2,1,4,4,4,4,4,4,4,4,3,3,3
707,142,2,2,2,2,2,41,2,4,3,7,1.50460289871273,6,3,3,3,4,4,4,8,5,2,3,3,2,2,2,2,2,3,2,2,2,4,4,4,4,4,3,3,3
708,142,2,2,2,2,1,40,2,4,3,5,1.50460289871273,1,4,4,4,4,3,4,8,4,2,1,1,3,3,4,4,1,1,4,4,4,4,4,4,4,4,3,3,1
709,142,2,2,2,2,2,38,2,5,3,4,1.50460289871273,6,2,4,4,4,4,4,8,5,2,3,3,2,2,2,8,2,8,3,2,2,4,4,4,8,4,4,4,4
710,142,2,2,2,2,1,24,1,4,3,8,1.50460289871273,1,2,2,3,4,4,4,4,5,1,4,4,1,1,2,8,1,2,2,1,1,2,2,1,2,2,1,2,3
711,143,2,2,4,2,1,41,2,2,1,10,1.70190997978805,3,2,2,3,4,4,4,1,4,3,2,2,4,4,2,2,2,3,4,3,4,2,3,3,4,4,3,3,3
712,143,2,2,4,2,1,29,1,3,2,8,1.70190997978805,8,1,1,4,4,4,4,3,6,2,3,3,3,2,2,1,1,3,1,1,4,4,4,4,3,4,4,4,4
713,143,2,2,4,2,2,30,2,3,2,6,1.70190997978805,5,1,2,2,4,7,4,4,6,1,3,3,2,2,1,1,1,3,8,2,4,1,2,3,4,4,3,3,4
714,143,2,2,4,2,2,44,2,3,2,4,1.70190997978805,8,1,2,2,4,4,3,4,5,2,3,3,2,2,4,2,4,8,2,2,4,1,2,3,3,3,3,3,4
715,143,2,2,4,2,2,25,1,3,2,8,1.70190997978805,1,1,1,4,7,4,4,2,4,3,3,2,2,2,2,1,1,3,8,2,4,4,4,4,4,4,4,4,3
716,144,2,2,4,2,1,38,2,3,2,6,1.70190997978805,5,2,4,3,7,4,4,8,4,2,3,8,2,2,1,8,2,8,8,2,2,2,2,1,2,3,2,1,4
717,144,2,2,4,2,1,24,1,3,2,7,1.70190997978805,1,1,2,4,3,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
718,144,2,2,4,2,2,84,3,4,3,3,1.70190997978805,3,1,2,4,7,7,1,2,3,3,3,2,2,2,2,2,1,3,1,2,1,1,1,4,4,4,1,1,2
719,144,2,2,4,2,1,60,3,3,2,6,1.70190997978805,5,2,3,4,7,4,4,2,3,2,3,4,2,3,3,2,2,8,8,2,2,3,3,2,3,3,2,3,4
720,144,2,2,4,2,2,34,2,3,2,6,1.70190997978805,5,1,1,1,1,4,4,4,6,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4
721,145,2,2,4,2,1,30,2,2,1,11,1.70190997978805,4,1,2,4,4,4,4,1,3,3,2,2,2,3,3,3,1,8,8,3,3,1,1,2,2,2,1,1,3
722,145,2,2,4,2,2,28,1,3,2,8,1.70190997978805,8,1,2,4,4,4,4,8,3,2,2,8,2,2,8,2,1,2,2,2,3,2,2,4,4,4,2,1,3
723,145,2,2,4,2,1,59,3,3,2,6,1.70190997978805,5,1,4,4,4,4,4,8,6,1,3,3,2,1,2,2,1,2,3,2,3,1,2,4,4,4,2,1,3
724,145,2,2,4,2,2,61,3,2,1,10,1.70190997978805,2,1,2,2,4,4,4,8,3,2,2,2,2,2,2,2,1,2,8,2,3,4,4,4,4,4,2,2,4
725,145,2,2,4,2,2,67,3,3,2,6,1.70190997978805,8,1,2,2,4,4,4,2,4,8,2,2,2,2,2,2,1,2,8,3,3,4,4,4,4,4,1,1,4
726,146,2,2,4,2,2,59,3,3,2,8,1.70190997978805,5,1,1,2,2,2,2,2,8,4,3,3,3,3,3,8,2,8,8,3,3,4,4,4,4,4,1,1,3
727,146,2,2,4,2,1,34,2,2,1,9,1.70190997978805,5,1,1,4,4,2,4,4,6,3,2,2,3,3,3,3,2,2,3,3,3,4,4,4,4,4,1,1,1
728,146,2,2,4,2,2,55,3,3,2,6,1.70190997978805,2,1,2,4,4,4,4,2,5,2,2,2,3,2,2,8,2,8,8,3,3,4,4,4,4,4,2,1,3
729,146,2,2,4,2,1,57,3,2,1,10,1.70190997978805,5,1,1,2,4,4,4,8,3,2,2,8,1,1,8,8,8,3,2,2,3,2,2,3,2,2,2,1,4
730,146,2,2,4,2,2,29,1,3,2,9,1.70190997978805,6,1,1,4,4,4,4,1,4,3,2,2,2,3,3,3,2,2,3,3,3,4,4,4,4,4,4,4,3
731,147,2,2,4,2,2,49,3,2,1,10,1.70190997978805,8,1,1,4,4,4,4,2,5,2,2,2,2,2,2,8,2,8,8,2,3,8,8,8,8,8,2,1,3
732,147,2,2,4,2,2,18,1,3,2,7,1.70190997978805,4,1,2,2,7,4,1,2,1,2,2,2,1,2,3,8,1,2,8,3,3,4,4,2,2,4,2,2,3
733,147,2,2,4,2,1,24,1,3,2,9,1.70190997978805,5,1,1,4,7,4,4,2,3,1,2,2,3,2,3,8,1,8,8,3,3,2,4,4,9,4,4,1,3
734,147,2,2,4,2,1,52,3,2,1,10,1.70190997978805,2,1,4,2,4,2,2,2,3,1,2,2,3,3,2,2,8,8,8,3,3,4,4,4,4,4,1,1,3
735,147,2,2,4,2,2,45,3,3,2,8,1.70190997978805,1,1,1,2,4,4,2,2,3,2,2,2,2,2,2,2,1,2,8,3,3,2,4,4,4,4,1,1,3
736,148,2,2,4,2,1,26,1,4,3,8,1.70190997978805,3,4,3,3,4,3,4,3,5,4,3,3,3,2,4,3,8,3,3,4,3,2,2,3,4,8,4,3,3
737,148,2,2,4,2,2,60,3,3,2,6,1.70190997978805,6,3,3,3,4,3,2,8,4,3,2,4,3,2,3,2,3,2,4,4,3,4,4,4,3,4,4,4,4
738,148,2,2,4,2,2,59,3,4,3,4,1.70190997978805,8,4,3,2,7,4,3,2,8,4,4,4,4,3,2,4,3,4,2,4,3,3,3,2,4,4,4,3,4
739,148,2,2,4,2,2,27,1,3,2,6,1.70190997978805,8,3,2,3,2,2,4,4,6,4,2,2,3,2,4,2,4,2,2,3,3,4,3,8,4,3,2,3,3
740,148,2,2,4,2,1,50,3,4,3,6,1.70190997978805,8,2,3,2,2,3,2,4,4,4,4,3,3,3,4,3,3,2,3,4,3,8,8,4,8,4,8,3,4
741,149,2,2,4,2,1,28,1,2,1,11,1.70190997978805,9,1,1,4,4,4,1,1,4,3,1,1,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,4
742,149,2,2,4,2,1,73,3,4,3,6,1.70190997978805,9,1,4,4,4,4,4,8,3,3,2,3,8,4,4,4,3,4,3,2,4,3,3,2,2,3,2,8,3
743,149,2,2,4,2,1,58,3,3,2,6,1.70190997978805,6,1,2,4,4,4,4,2,3,3,3,3,8,4,3,2,2,2,2,2,2,2,2,2,4,4,3,4,4
744,149,2,2,4,2,2,22,1,4,3,5,1.70190997978805,6,3,2,3,2,3,2,3,3,2,2,3,3,2,2,3,4,3,4,3,3,2,2,3,4,4,3,4,3
745,149,2,2,4,2,2,37,2,4,3,6,1.70190997978805,5,2,4,2,2,4,4,3,3,3,3,4,2,2,3,2,3,8,4,3,4,8,4,4,4,8,8,4,3
746,150,2,2,4,2,2,27,1,3,2,8,1.70190997978805,6,1,1,4,4,2,2,2,3,4,2,3,2,2,1,1,2,2,2,1,2,2,4,4,2,4,2,4,3
747,150,2,2,4,2,1,28,1,3,2,6,1.70190997978805,2,1,1,4,4,4,4,2,3,3,2,2,2,2,3,3,2,8,8,2,2,4,4,4,4,4,2,4,3
748,150,2,2,4,2,1,55,3,4,3,5,1.70190997978805,6,2,2,4,4,2,2,2,3,3,2,3,2,2,3,1,2,2,3,2,3,4,4,4,4,4,2,4,3
749,150,2,2,4,2,2,42,2,3,2,8,1.70190997978805,2,2,2,4,4,4,4,2,6,2,3,3,2,2,3,3,2,2,3,3,3,4,4,4,4,4,1,4,3
750,150,2,2,4,2,2,42,2,3,2,6,1.70190997978805,4,4,2,4,3,4,4,2,3,2,2,2,2,2,3,2,2,2,3,2,2,4,4,4,4,4,4,4,3
751,151,2,2,4,2,2,38,2,3,2,8,1.70190997978805,3,1,1,2,1,3,2,2,6,2,4,3,4,3,4,2,2,2,4,3,3,4,4,3,3,4,3,4,3
752,151,2,2,4,2,1,35,2,2,1,11,1.70190997978805,6,2,4,4,4,4,4,2,3,3,2,2,4,4,4,4,2,8,3,4,4,2,4,4,4,4,4,4,3
753,151,2,2,4,2,1,79,3,4,3,5,1.70190997978805,5,3,3,3,3,2,4,3,4,4,2,3,4,3,2,4,2,3,4,3,4,4,3,2,3,2,3,4,2
754,151,2,2,4,2,2,62,3,3,2,6,1.70190997978805,8,8,3,3,2,4,3,3,4,3,2,4,2,2,3,3,2,3,2,4,3,3,3,3,4,4,8,4,4
755,151,2,2,4,2,2,18,1,3,2,6,1.70190997978805,1,1,1,4,4,4,4,2,4,3,2,3,3,3,3,2,2,2,2,3,3,2,2,2,4,4,1,4,3
756,152,2,2,4,2,1,27,1,4,3,6,1.70190997978805,2,4,4,4,3,4,2,8,5,3,8,8,8,8,8,4,8,8,1,3,3,8,8,4,4,8,8,8,3
757,152,2,2,4,2,2,45,3,4,3,7,1.70190997978805,6,2,2,4,4,4,2,1,4,3,2,2,3,3,2,3,2,2,3,2,2,4,4,4,4,4,2,4,2
758,152,2,2,4,2,1,30,2,4,3,6,1.70190997978805,2,4,3,2,3,2,3,4,5,3,4,3,4,3,2,2,4,3,2,3,3,4,3,4,3,3,4,4,3
759,152,2,2,4,2,2,36,2,4,3,6,1.70190997978805,4,1,1,2,4,4,4,2,3,3,2,2,2,2,3,1,2,2,4,2,2,4,4,4,4,4,3,4,3
760,152,2,2,4,2,1,33,2,3,2,8,1.70190997978805,1,3,3,2,3,4,3,4,3,4,3,4,2,3,4,8,3,3,3,2,4,3,3,3,2,3,4,3,3
